,cheveux,age,exp,salaire,sexe,diplome,specialite,note,dispo,embauche
473,chatain,26,6,44084,M,licence,geologie,12.63,non,0
474,chatain,26,10,33168,F,licence,geologie,65.83,non,1
475,blond,38,13,34807,M,licence,geologie,78.6,non,0
476,chatain,32,15,30851,F,licence,geologie,77.84,non,0
477,blond,26,5,39865,M,master,geologie,64.74,oui,0
478,blond,25,13,24575,M,licence,geologie,70.39,non,0
479,brun,15,12,24054,M,master,geologie,54.13,non,0
480,brun,27,7,25572,M,master,geologie,73.82,non,0
481,blond,21,13,37506,M,licence,geologie,71.07,non,0
482,chatain,23,12,37979,F,doctorat,archeologie,96.25,oui,0
483,chatain,12,2,29034,F,doctorat,forage,103.23,oui,0
484,blond,41,1,39976,M,bac,detective,48.02,non,0
485,chatain,37,2,33113,M,doctorat,geologie,81.21,oui,0
486,chatain,36,4,37524,F,doctorat,detective,81.66,oui,0
487,brun,32,10,37139,M,master,geologie,75.45,oui,0
488,chatain,17,11,36988,M,master,detective,68.28,oui,0
489,chatain,38,8,35582,F,master,forage,95.49,non,0
490,blond,15,6,41332,M,bac,forage,34.45,non,0
491,blond,45,8,30229,M,master,geologie,95.49,oui,0
492,brun,26,10,40470,M,licence,geologie,31.29,non,0
493,chatain,22,8,31772,F,master,forage,51.26,non,1
494,brun,26,13,37454,M,licence,forage,55.42,non,0
495,brun,30,7,34980,F,licence,archeologie,51.51,non,0
496,blond,28,14,26970,F,licence,forage,71.19,non,0
497,roux,22,7,37146,M,licence,forage,100,oui,1
498,chatain,49,6,35364,M,master,geologie,93.78,non,0
499,blond,33,11,36732,M,licence,forage,68.68,non,0
500,blond,24,10,33139,F,licence,geologie,86.24,non,0
501,brun,30,3,29344,F,bac,forage,80.27,non,0
502,chatain,36,7,34575,M,doctorat,geologie,58.83,oui,1
503,blond,53,7,35100,M,bac,geologie,51.02,non,0
504,blond,23,9,29569,M,master,forage,89.78,oui,0
505,blond,27,10,42641,M,bac,geologie,71.99,non,0
506,chatain,28,9,23431,F,master,geologie,107.26,non,0
507,brun,38,8,33852,M,licence,geologie,67.17,non,1
508,chatain,39,15,26803,F,doctorat,forage,110.52,oui,0
509,blond,51,5,36189,M,master,geologie,78.22,oui,1
510,brun,36,6,37167,M,master,forage,70.21,oui,0
511,blond,35,8,36787,M,licence,detective,77.44,oui,0
512,chatain,40,15,33090,M,doctorat,geologie,95.46,oui,0
513,brun,34,10,25449,M,doctorat,geologie,103.09,oui,0
514,chatain,30,8,33213,M,master,geologie,58.66,non,0
515,roux,49,11,25442,F,licence,geologie,89.28,non,0
516,chatain,50,12,39877,F,master,detective,69.84,oui,0
517,brun,39,4,28370,M,doctorat,geologie,79.27,non,0
518,chatain,12,4,44770,M,licence,geologie,33.61,non,0
519,brun,33,5,32927,M,master,geologie,69.6,oui,1
520,chatain,16,11,39272,M,master,geologie,41.95,non,0
521,chatain,38,12,33451,F,doctorat,detective,106.65,oui,0
522,chatain,32,13,23603,F,doctorat,forage,102.6,oui,0
523,roux,36,13,21735,F,licence,geologie,84.47,non,0
524,roux,41,15,23878,M,master,forage,101.9,oui,0
525,blond,23,8,37436,M,licence,geologie,71.23,non,0
526,brun,33,15,34505,M,master,geologie,86.26,non,0
527,blond,39,8,41105,M,licence,detective,58.56,oui,0
528,blond,35,11,35524,F,licence,archeologie,54.4,non,0
529,blond,5,13,39079,M,licence,geologie,55.41,non,0
530,blond,67,3,23851,F,licence,geologie,66.4,non,0
531,brun,19,4,34449,M,master,geologie,85.58,non,0
532,brun,25,6,30559,F,licence,forage,66.4,non,0
533,blond,35,9,38104,M,licence,forage,63.8,oui,0
534,blond,44,9,34087,M,licence,forage,85.73,non,0
535,blond,35,9,41150,M,master,geologie,108.89,oui,1
536,chatain,40,13,39715,M,licence,forage,45.81,non,0
537,chatain,33,6,28461,M,doctorat,forage,95.89,oui,0
538,roux,22,4,32498,M,licence,detective,85.99,oui,0
539,chatain,44,2,36885,M,doctorat,detective,78.78,oui,0
540,chatain,35,9,28645,M,doctorat,geologie,66.41,non,1
541,blond,40,15,38439,M,licence,forage,67.4,non,0
542,blond,51,4,45223,M,bac,forage,35.02,oui,0
543,chatain,35,10,30506,F,master,geologie,77.6,non,0
544,brun,43,10,35910,F,licence,geologie,59.87,non,1
545,blond,34,9,30607,M,master,geologie,77.32,non,0
546,blond,35,10,27594,F,master,detective,116.44,oui,0
547,brun,42,9,44036,M,licence,forage,47.17,oui,0
548,brun,37,9,33618,M,master,geologie,67.75,non,0
549,chatain,32,8,39454,F,doctorat,geologie,50.2,oui,1
550,blond,37,12,39535,F,bac,detective,64.72,non,0
551,chatain,65,7,27457,F,doctorat,detective,118.66,oui,0
552,roux,24,12,45574,F,licence,geologie,106.17,oui,1
553,blond,37,2,32179,F,master,detective,91.19,oui,0
554,blond,45,9,32226,F,licence,archeologie,93.19,oui,0
555,brun,24,3,41346,M,licence,detective,35.77,non,0
556,blond,39,10,32064,F,licence,forage,65.69,non,0
557,chatain,41,5,36528,F,master,detective,95.32,oui,0
558,roux,35,15,38212,M,master,geologie,74.34,oui,1
559,chatain,39,8,34102,M,doctorat,detective,70.59,oui,1
560,chatain,30,10,36291,F,doctorat,forage,100.06,oui,0
561,blond,51,4,28810,M,licence,geologie,75.27,non,0
562,roux,19,9,31760,M,bac,geologie,66,non,0
563,blond,38,6,34753,M,master,forage,90.73,oui,1
564,blond,39,11,32492,M,licence,geologie,81.49,non,0
565,brun,41,9,33986,M,master,geologie,49.42,non,0
566,roux,37,10,34027,M,licence,geologie,69.11,non,0
567,brun,32,12,41936,F,bac,forage,74.39,non,0
568,chatain,23,7,32716,F,master,forage,79.55,non,0
569,chatain,45,5,35380,F,master,geologie,69.29,non,0
570,brun,25,12,35214,F,bac,archeologie,74.58,non,1
571,chatain,31,10,37188,M,doctorat,detective,88.92,oui,0
572,brun,37,1,36960,M,licence,detective,59.69,oui,0
573,chatain,37,10,39414,M,licence,geologie,65.14,non,0
574,blond,39,8,38985,M,bac,forage,61.37,non,0
575,blond,33,5,31066,M,licence,detective,88.6,non,1
576,roux,43,14,30902,M,licence,forage,78.25,non,0
577,brun,18,11,34015,M,master,detective,86.02,oui,0
578,brun,19,3,32162,M,licence,geologie,47.4,non,0
579,blond,35,6,29596,F,licence,detective,81.82,non,0
580,brun,42,4,42683,M,master,forage,76.56,oui,0
581,chatain,16,11,39905,F,master,forage,63.33,oui,0
582,blond,26,9,29461,F,master,archeologie,93.56,oui,0
583,brun,32,10,26589,F,bac,geologie,107.17,non,0
584,chatain,41,8,38073,F,licence,detective,68.39,non,1
585,brun,50,10,35154,M,master,detective,87.93,oui,0
586,blond,29,10,32550,F,licence,geologie,77.2,non,0
587,brun,36,8,41640,F,master,archeologie,103.84,oui,0
588,brun,31,7,43251,M,licence,geologie,45.81,non,0
589,chatain,27,5,42131,M,master,detective,60.45,oui,0
590,chatain,49,11,37496,F,doctorat,forage,108.78,oui,0
591,chatain,36,10,36275,M,master,forage,59.99,non,0
592,blond,35,8,37143,M,bac,geologie,67.57,non,0
593,brun,33,9,38129,F,licence,archeologie,74.14,non,1
594,brun,18,10,41923,F,licence,detective,49.53,non,0
595,blond,31,9,43237,M,licence,forage,74.36,oui,0
596,brun,22,8,41802,F,licence,forage,65.63,non,0
597,roux,43,7,37466,M,licence,geologie,81.39,oui,0
598,blond,31,6,24928,F,master,geologie,106.87,non,0
599,blond,59,10,38734,M,master,forage,53.17,oui,0
600,brun,44,9,33993,F,master,forage,96.03,oui,0
601,brun,38,14,33454,F,licence,geologie,83.68,non,0
602,blond,45,3,31596,F,licence,forage,72.94,non,0
603,brun,45,13,29078,M,master,geologie,66.84,non,0
604,chatain,37,9,40178,F,bac,forage,75.24,non,0
605,chatain,35,16,33681,M,master,geologie,56.64,non,0
606,brun,27,10,36626,F,licence,geologie,91.1,non,0
607,roux,44,10,32234,F,bac,forage,57.01,non,0
608,roux,29,14,36678,M,bac,geologie,73.67,non,0
609,blond,42,7,34379,F,master,detective,93.19,oui,0
610,brun,36,15,36781,F,licence,detective,61.84,non,0
611,chatain,42,4,37392,F,master,archeologie,80.78,oui,0
612,roux,30,14,36735,F,bac,detective,81.91,non,0
613,chatain,46,14,34559,F,master,forage,80.94,non,0
614,roux,31,5,42061,M,bac,detective,59.37,non,0
615,chatain,37,7,28453,M,doctorat,geologie,86.89,oui,0
616,blond,28,5,25235,F,master,geologie,84.63,non,0
617,roux,37,11,30145,M,licence,geologie,73.71,non,0
618,brun,33,14,37488,M,master,forage,81.98,oui,0
619,brun,50,15,35671,F,licence,geologie,82.94,non,0
620,chatain,30,12,41565,F,licence,forage,75,oui,0
621,brun,38,9,27300,F,doctorat,geologie,109.05,oui,0
622,chatain,34,5,27076,F,master,forage,84.47,non,0
623,brun,33,15,40515,F,licence,detective,79.78,oui,0
624,blond,36,8,30465,M,doctorat,detective,109.19,oui,0
625,brun,28,4,29599,M,master,geologie,71.34,non,0
626,roux,20,6,34446,M,bac,geologie,71.14,non,0
627,chatain,27,13,42752,M,doctorat,forage,56.02,oui,0
628,blond,38,7,30828,M,master,detective,87.73,oui,0
629,blond,45,7,32197,F,licence,forage,94.44,non,0
630,chatain,54,8,39191,F,licence,forage,56.18,non,0
631,roux,35,8,30451,M,master,detective,91.5,oui,0
632,brun,44,9,39927,M,licence,geologie,59.12,non,0
633,chatain,34,17,38855,F,master,detective,62.19,oui,0
634,blond,31,14,25360,M,master,geologie,75.73,non,0
635,brun,61,16,33535,M,master,forage,85.39,oui,0
636,blond,33,11,37114,M,licence,geologie,51.45,non,0
637,roux,44,11,27284,M,licence,geologie,87.4,non,0
638,brun,35,8,34426,M,master,geologie,97.71,oui,0
639,brun,65,11,31671,F,licence,geologie,68.29,non,0
640,chatain,16,10,40406,F,master,archeologie,82.27,oui,0
641,chatain,37,14,38425,M,master,forage,75.44,oui,0
642,chatain,31,13,38876,F,doctorat,archeologie,82.85,oui,0
643,brun,46,8,36078,M,licence,geologie,52.61,non,0
644,chatain,54,10,38132,M,doctorat,geologie,62.53,oui,0
645,blond,23,7,38498,M,master,geologie,95.36,oui,0
646,brun,35,8,32079,M,doctorat,detective,87.74,oui,0
647,chatain,21,11,32504,F,doctorat,forage,109.26,oui,0
648,blond,50,5,24775,M,doctorat,geologie,112.7,oui,0
649,brun,45,8,39225,F,bac,archeologie,73.21,non,1
650,blond,41,15,33563,M,master,forage,94.54,oui,0
651,chatain,36,9,41394,F,licence,forage,77.11,non,0
652,brun,21,11,38344,F,licence,detective,67.72,oui,0
653,blond,41,5,37460,M,licence,forage,54.41,oui,0
654,roux,45,6,28482,F,bac,geologie,78.59,non,0
655,roux,47,8,36659,M,licence,forage,75.78,oui,0
656,roux,39,13,36421,M,doctorat,geologie,101.9,oui,1
657,chatain,36,8,39638,F,bac,forage,48.56,non,0
658,blond,46,9,32871,F,licence,archeologie,74.83,oui,0
659,brun,55,11,26161,F,master,detective,108.31,oui,0
660,roux,28,7,30139,M,licence,detective,67.29,non,0
661,blond,29,6,35083,M,master,geologie,92.26,oui,0
662,blond,42,8,27231,M,doctorat,geologie,91.51,oui,0
663,blond,35,6,36331,F,bac,detective,71.28,non,0
664,roux,33,7,28529,M,licence,geologie,87.23,non,0
665,brun,35,8,37154,M,bac,geologie,72.34,non,0
666,brun,20,10,37925,M,master,geologie,66.91,oui,1
667,brun,27,6,27381,M,master,geologie,69.99,non,0
668,blond,44,9,40048,M,bac,geologie,47.66,non,0
669,chatain,25,10,40382,F,master,archeologie,74.53,oui,0
670,brun,39,16,37287,M,master,geologie,69.05,oui,0
671,chatain,38,6,30691,F,master,forage,69.89,non,0
672,blond,43,6,25587,M,master,geologie,76.5,non,0
673,chatain,43,11,39516,F,licence,forage,76.64,non,0
674,blond,33,6,35353,F,bac,geologie,71.01,non,0
675,brun,54,6,34329,F,master,forage,107.12,oui,1
676,chatain,40,13,38946,M,bac,archeologie,69.91,non,1
677,brun,37,8,36355,F,bac,detective,72.71,non,1
678,chatain,47,10,34062,F,master,geologie,41.99,non,1
679,brun,48,8,39954,M,licence,geologie,57.06,non,0
680,brun,37,8,39917,F,master,detective,82.33,oui,0
681,chatain,53,7,29725,F,doctorat,geologie,105.48,oui,0
682,brun,52,8,27503,M,doctorat,geologie,85.72,oui,0
683,chatain,46,16,30296,F,master,geologie,78.83,non,0
684,brun,28,14,34814,F,master,forage,74.65,non,1
685,roux,39,16,33198,M,bac,geologie,44.64,non,0
686,brun,29,6,29553,F,licence,geologie,67.67,non,0
687,blond,39,9,36200,M,licence,geologie,91.65,non,0
688,roux,13,13,33077,M,bac,geologie,96.3,non,0
689,brun,55,5,36769,F,licence,detective,66.45,non,1
690,blond,46,11,44393,F,bac,detective,42.61,non,0
691,brun,37,7,35644,F,master,detective,80.56,oui,0
692,blond,48,10,35737,F,licence,forage,87.95,non,0
693,brun,29,10,28791,F,doctorat,forage,115.75,oui,0
694,brun,43,9,36600,M,master,detective,71.12,oui,0
695,brun,26,10,34183,M,master,geologie,72.91,non,0
696,blond,27,10,37531,M,master,detective,65.85,oui,0
697,blond,35,5,34623,M,licence,geologie,62.22,non,0
698,blond,32,7,33645,M,master,archeologie,60.75,oui,0
699,blond,32,9,37259,F,licence,forage,76.51,non,0
700,brun,23,11,35926,M,master,geologie,58.44,non,0
701,brun,38,8,38363,M,licence,detective,76.09,non,1
702,brun,42,11,36277,M,doctorat,geologie,96.8,oui,0
703,brun,36,8,42002,F,master,detective,96.53,oui,0
704,chatain,56,9,30996,F,master,detective,66.53,non,0
705,brun,33,8,37604,M,master,geologie,79.17,oui,1
706,brun,29,9,41358,F,master,archeologie,82.24,oui,0
707,brun,35,13,33500,M,master,forage,92.53,oui,0
708,brun,38,13,40999,M,bac,geologie,36.63,non,0
709,chatain,20,10,33323,M,master,geologie,62.7,non,1
710,chatain,33,5,33290,M,doctorat,forage,80,oui,0
711,brun,38,7,34314,M,master,geologie,53.36,oui,0
712,chatain,38,8,34104,F,licence,geologie,100.01,non,0
713,blond,44,12,42954,F,licence,detective,73.71,oui,0
714,brun,31,11,37985,M,master,geologie,88.96,oui,0
715,brun,41,9,37556,F,master,detective,86.7,oui,0
716,blond,28,8,36726,M,licence,forage,65.29,oui,0
717,chatain,42,11,27946,M,master,geologie,66.63,non,0
718,chatain,34,6,38442,F,licence,detective,53.34,non,0
719,chatain,38,10,39801,F,doctorat,detective,77.52,oui,0
720,chatain,37,13,40259,M,master,forage,80.93,oui,1
721,brun,47,11,33767,F,bac,forage,91.47,oui,0
722,chatain,32,11,35566,M,master,geologie,73.12,non,0
723,chatain,54,14,36133,M,doctorat,geologie,75.37,oui,1
724,blond,46,9,39873,M,licence,detective,86.35,oui,1
725,brun,27,13,37109,F,bac,archeologie,72.72,non,1
726,chatain,57,8,42556,M,master,forage,54.88,oui,0
727,blond,33,4,34953,F,licence,detective,80.01,non,0
728,roux,44,9,31378,M,bac,geologie,45.38,non,0
729,chatain,39,12,42091,M,licence,forage,68.62,oui,0
730,chatain,35,13,36513,F,master,geologie,90.43,non,0
731,brun,43,11,38127,M,licence,geologie,57.36,non,0
732,brun,43,10,30530,F,licence,geologie,53.84,non,0
733,chatain,17,8,33691,M,doctorat,forage,80.87,oui,0
734,roux,47,11,32947,M,licence,geologie,95.37,non,1
735,blond,34,12,36700,M,licence,geologie,83.21,non,0
736,brun,43,9,32775,F,master,detective,79.4,non,0
737,brun,38,11,30838,F,doctorat,detective,121.14,oui,0
738,blond,31,9,36934,M,licence,geologie,62.88,non,0
739,blond,39,9,35133,M,master,forage,61.41,oui,0
740,blond,48,14,26661,M,licence,geologie,61.61,non,0
741,blond,31,6,37266,M,master,geologie,37.95,oui,0
742,chatain,23,6,43749,M,master,forage,45.44,oui,0
743,blond,47,12,33436,M,licence,geologie,71.19,non,0
744,brun,35,10,26146,F,licence,geologie,75.22,non,0
745,blond,15,14,41414,F,bac,forage,73.47,non,0
746,roux,42,10,28765,M,licence,forage,111.07,non,1
747,chatain,45,8,42109,F,master,archeologie,50.61,oui,0
748,roux,42,13,24929,M,licence,detective,94.88,non,1
749,blond,24,7,34323,M,licence,geologie,50.74,non,0
750,chatain,48,13,33007,M,master,forage,85.7,oui,0
751,brun,36,9,41238,M,licence,geologie,54.64,oui,0
752,brun,48,6,34497,M,licence,forage,46.2,non,0
753,blond,26,12,34684,M,master,geologie,78.86,oui,0
754,chatain,53,9,33472,F,master,forage,81.4,non,0
755,brun,37,12,33789,M,bac,geologie,49.22,non,0
756,blond,22,14,31282,F,master,detective,102.98,oui,0
757,brun,31,7,38130,M,licence,geologie,70.04,non,0
758,chatain,54,12,34686,M,licence,archeologie,67.6,non,1
759,brun,63,15,34793,F,licence,detective,80.1,non,0
760,brun,40,1,38327,M,master,forage,69.93,oui,0
761,blond,36,10,36280,M,licence,geologie,70.25,oui,0
762,blond,44,10,27819,M,master,geologie,93.81,oui,0
763,brun,35,15,27912,F,master,forage,114.39,non,0
764,chatain,35,13,25255,F,doctorat,geologie,86.56,non,0
765,brun,34,8,34923,F,master,detective,81.02,oui,0
766,blond,36,13,35166,F,licence,forage,78.34,non,1
767,brun,35,9,29898,F,licence,forage,95.18,non,0
768,brun,25,8,37841,M,licence,geologie,70.77,non,0
769,brun,20,12,30339,F,bac,forage,107.37,oui,0
770,blond,44,12,37456,M,licence,detective,56.34,non,0
771,roux,37,10,41125,M,master,geologie,105.38,oui,1
772,chatain,36,12,45658,M,master,geologie,64.32,oui,0
773,blond,40,6,35819,M,licence,geologie,55.79,non,0
774,chatain,44,10,30812,M,doctorat,forage,93.7,oui,0
775,chatain,35,9,41207,M,master,forage,62.89,oui,0
776,brun,53,6,43838,M,bac,geologie,50.89,non,0
777,blond,35,8,38173,M,licence,geologie,71.68,non,0
778,chatain,19,9,35080,F,doctorat,archeologie,104.07,oui,0
779,blond,47,10,34915,F,master,detective,82.13,oui,0
780,blond,36,9,31216,F,master,archeologie,101.46,oui,0
781,chatain,47,16,32064,F,master,geologie,60.4,non,1
782,blond,36,13,38129,M,licence,geologie,47.31,non,0
783,brun,48,5,32169,M,doctorat,geologie,77.26,oui,0
784,chatain,20,12,32193,F,master,forage,89.73,non,0
785,roux,27,9,44554,M,licence,archeologie,70.23,oui,0
786,roux,33,1,36080,M,bac,geologie,59.63,non,0
787,blond,15,10,41647,M,licence,forage,66.7,oui,0
788,brun,47,5,30937,M,master,geologie,90.3,oui,0
789,chatain,42,11,39287,F,doctorat,forage,80.18,oui,0
790,roux,13,5,31972,M,licence,geologie,76.87,non,0
791,roux,49,13,39426,M,master,geologie,97.4,oui,1
792,brun,19,11,31382,F,master,archeologie,109.53,oui,0
793,roux,32,11,32526,F,licence,detective,97.96,non,0
794,brun,27,12,36843,M,master,forage,73.12,oui,0
795,brun,27,8,38914,M,master,geologie,68.67,oui,0
796,brun,44,14,36882,M,master,forage,71.77,oui,0
797,blond,53,9,29917,M,licence,geologie,71.7,non,0
798,brun,48,11,34989,F,master,detective,37.95,non,0
799,blond,30,11,45301,M,licence,detective,44.13,oui,0
800,brun,49,12,38008,M,master,detective,71.59,oui,0
801,brun,33,10,39141,M,licence,geologie,73.94,non,0
802,blond,40,10,37766,M,licence,forage,74.99,oui,0
803,brun,38,12,34428,F,licence,detective,56.2,non,0
804,brun,27,9,28735,M,doctorat,geologie,110.19,oui,0
805,brun,35,9,30002,M,licence,detective,76.09,non,1
806,roux,25,9,36703,M,licence,detective,87.74,oui,0
807,brun,39,5,39604,F,licence,forage,68.18,non,0
808,brun,49,14,36782,M,master,geologie,75.02,oui,1
809,brun,33,3,41508,M,master,detective,75.28,oui,0
810,brun,44,12,27347,M,licence,geologie,70.37,non,0
811,roux,35,10,38480,M,bac,forage,46.31,non,0
812,roux,32,9,36572,F,bac,forage,73.54,oui,0
813,brun,49,9,32678,F,licence,geologie,77.44,non,0
814,chatain,19,11,30936,F,doctorat,forage,118.27,oui,0
815,roux,39,11,37192,M,master,geologie,104.12,oui,1
816,chatain,31,10,38503,F,licence,archeologie,65.38,non,1
817,brun,36,10,35482,F,doctorat,detective,99.8,oui,0
818,chatain,44,10,38199,F,master,forage,74.62,oui,0
819,blond,46,9,30890,F,bac,geologie,62.1,non,0
820,chatain,27,7,33036,F,doctorat,forage,102.85,oui,0
821,blond,31,10,28235,M,master,geologie,63.72,non,0
822,blond,33,10,28147,M,licence,geologie,74.34,non,0
823,blond,24,10,34589,M,licence,forage,75.93,oui,0
824,brun,41,7,39076,F,licence,detective,68.66,oui,0
825,roux,32,8,35430,F,bac,forage,63.06,non,0
826,blond,5,8,31908,M,licence,geologie,95.32,non,0
827,blond,45,6,38555,M,licence,forage,94.59,oui,1
828,blond,41,12,14128,F,master,geologie,86.5,non,0
829,brun,24,12,42847,F,bac,detective,46.24,non,0
830,blond,36,10,35886,M,licence,forage,73.4,oui,0
831,blond,24,10,33265,M,master,detective,74.91,oui,0
832,chatain,40,5,34551,F,licence,geologie,61.31,non,0
833,blond,24,13,46187,M,licence,geologie,37.95,oui,0
834,brun,22,8,41935,M,master,geologie,74.06,oui,1
835,blond,31,14,22932,F,master,detective,105.66,non,0
836,chatain,32,12,36600,F,licence,archeologie,65.57,non,0
837,brun,42,13,29612,F,master,geologie,79.5,non,0
838,roux,48,11,29615,M,bac,forage,69.79,non,0
839,chatain,42,10,41960,M,licence,geologie,37.46,non,0
840,blond,14,9,42546,M,bac,forage,60.04,non,0
841,blond,47,9,39276,F,licence,geologie,61.3,non,0
842,chatain,35,6,38583,M,master,detective,58.36,oui,0
843,blond,26,11,26989,M,master,geologie,68.36,non,0
844,chatain,34,12,32975,M,doctorat,forage,103.4,oui,0
845,blond,33,7,42027,M,bac,geologie,55.98,non,0
846,blond,65,7,34063,M,master,detective,70.23,oui,0
847,chatain,25,13,34756,F,master,forage,88.72,oui,0
848,chatain,31,7,46220,F,licence,detective,80.13,oui,0
849,blond,30,10,36462,F,licence,geologie,77.58,non,0
850,chatain,39,11,32342,F,master,geologie,83.06,non,0
851,blond,62,10,41899,M,licence,forage,60.22,oui,0
852,brun,40,9,36744,F,licence,geologie,74.01,non,0
853,blond,22,8,34176,M,licence,geologie,80.67,non,1
854,chatain,26,15,43361,F,licence,detective,49.07,non,0
855,roux,29,10,39210,M,bac,forage,50.35,non,0
856,chatain,38,7,31339,F,master,archeologie,91.92,non,0
857,chatain,35,10,42115,F,doctorat,detective,92.7,oui,0
858,brun,24,6,30295,F,master,geologie,90.86,non,0
859,brun,43,10,29632,M,doctorat,geologie,74.48,non,0
860,brun,20,10,29903,F,master,forage,91,non,0
861,brun,49,10,41555,M,licence,geologie,73.1,oui,0
862,blond,59,9,33410,M,bac,forage,64.84,non,0
863,chatain,28,9,29501,M,doctorat,geologie,82.76,oui,0
864,blond,33,12,36456,M,licence,geologie,65.22,non,0
865,blond,35,7,44200,M,licence,detective,63.24,oui,0
866,brun,39,11,37845,M,licence,geologie,59.27,non,0
